"","","","Indicator Code","Indicator Name","Indicator Type","Indicator Subtype","Region","Country","City","Indicator Currency","Indicator Frequency","Source","Source link","Secondary link","Unit","Value Type","Relevence"
"","","","SAFZAXX07Yc688","Imports from Saint Helena, Ascension an Tristan da Cunha - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc687","Imports from Saint Helena, Ascension an Tristan da Cunha - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc686","Imports from Saint Helena, Ascension an Tristan da Cunha - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc685","Imports from Saint Helena, Ascension an Tristan da Cunha - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc684","Imports from Saint Helena, Ascension an Tristan da Cunha - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc683","Imports from Saint Helena, Ascension an Tristan da Cunha - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc682","Imports from Saint Helena, Ascension an Tristan da Cunha - Wood Pulp & Paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc681","Imports from Saint Helena, Ascension an Tristan da Cunha - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc680","Imports from Saint Helena, Ascension an Tristan da Cunha - Raw Hides & Leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc679","Imports from Saint Helena, Ascension an Tristan da Cunha - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc678","Imports from Saint Helena, Ascension an Tristan da Cunha - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc677","Imports from Saint Helena, Ascension an Tristan da Cunha - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc676","Imports from Saint Helena, Ascension an Tristan da Cunha - Prepared Foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc675","Imports from Saint Helena, Ascension an Tristan da Cunha - Animal or Vegetable Fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc674","Imports from Saint Helena, Ascension an Tristan da Cunha - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc673","Imports from Saint Helena, Ascension an Tristan da Cunha - Live Animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc672","Imports from Rwanda - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc671","Imports from Rwanda - Other Unclassified Goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc670","Imports from Rwanda - Works of Art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc669","Imports from Rwanda - Toys & Sport Apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc668","Imports from Rwanda - Photographic & Medical Equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc667","Imports from Rwanda - Vehicles Aircraft & Vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc666","Imports from Rwanda - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc665","Imports from Rwanda - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc664","Imports from Rwanda - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc663","Imports from Rwanda - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc662","Imports from Rwanda - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc661","Imports from Rwanda - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc660","Imports from Rwanda - Wood Pulp & Paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc659","Imports from Rwanda - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc658","Imports from Rwanda - Raw Hides & Leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc657","Imports from Rwanda - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc656","Imports from Rwanda - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc655","Imports from Rwanda - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc654","Imports from Rwanda - Prepared Foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc653","Imports from Rwanda - Animal or Vegetable Fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc652","Imports from Rwanda - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc651","Imports from Rwanda - Live Animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc650","Imports from Réunion - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc649","Imports from Réunion - Other Unclassified Goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc648","Imports from Réunion - Works of Art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc647","Imports from Réunion - Toys & Sport Apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc646","Imports from Réunion - Photographic & Medical Equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc645","Imports from Réunion - Vehicles Aircraft & Vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc644","Imports from Réunion - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc643","Imports from Réunion - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc642","Imports from Réunion - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc641","Imports from Réunion - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc640","Imports from Réunion - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc639","Imports from Réunion - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc638","Imports from Réunion - Wood Pulp & Paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc637","Imports from Réunion - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc636","Imports from Réunion - Raw Hides & Leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc635","Imports from Réunion - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc634","Imports from Réunion - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc633","Imports from Réunion - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc632","Imports from Réunion - Prepared Foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc631","Imports from Réunion - Animal or Vegetable Fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc630","Imports from Réunion - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc629","Imports from Réunion - Live Animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc628","Imports from Nigeria - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc627","Imports from Nigeria - Other Unclassified Goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc626","Imports from Nigeria - Works of Art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc625","Imports from Nigeria - Toys & Sport Apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc624","Imports from Nigeria - Photographic & Medical Equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc623","Imports from Nigeria - Vehicles Aircraft & Vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc622","Imports from Nigeria - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc621","Imports from Nigeria - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc620","Imports from Nigeria - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc619","Imports from Nigeria - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc618","Imports from Nigeria - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc617","Imports from Nigeria - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc616","Imports from Nigeria - Wood Pulp & Paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc615","Imports from Nigeria - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc614","Imports from Nigeria - Raw Hides & Leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc613","Imports from Nigeria - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc612","Imports from Nigeria - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc611","Imports from Nigeria - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc610","Imports from Nigeria - Prepared Foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc609","Imports from Nigeria - Animal or Vegetable Fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc608","Imports from Nigeria - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Yc607","Imports from Nigeria - Live Animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
